accident_severity,number_of_casualties,crash_type,driver_alcohol,driver_age,driver_experience,weather_conditions,road_light_condition,traffic_density,road_conditions,time_of_day,road_defect,road_type,intersection_related,speed_limit,vehicle_type,vehicle_age,maintenance_required,failure_history,brake_condition,source
unknown,,,1.0,55.0,49.0,unknown,artificial light,0.0,wet,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,34.0,32.0,rainy,artificial light,2.0,dry,afternoon,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,1.0,31.0,24.0,rainy,daylight,1.0,unknown,night,,highway,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,22.0,21.0,rainy,artificial light,2.0,wet,night,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,64.0,59.0,clear,unknown,1.0,dry,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,45.0,41.0,clear,artificial light,0.0,wet,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,50.0,45.0,clear,daylight,2.0,icy,afternoon,,mountain road,,120.0,unknown,,,,,dataset3_accident_prediction
high,,,0.0,29.0,39.0,rainy,artificial light,1.0,dry,unknown,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,18.0,snowy,daylight,1.0,wet,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
high,,,1.0,26.0,17.0,clear,daylight,1.0,dry,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,1.0,68.0,67.0,clear,artificial light,2.0,icy,evening,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,37.0,foggy,artificial light,0.0,icy,afternoon,,unknown,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,35.0,26.0,foggy,artificial light,0.0,dry,evening,,city road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,39.0,foggy,daylight,0.0,dry,morning,,highway,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,47.0,39.0,snowy,daylight,1.0,under construction,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,56.0,55.0,rainy,daylight,2.0,icy,night,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,67.0,65.0,snowy,artificial light,1.0,wet,evening,,city road,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,59.0,57.0,rainy,artificial light,2.0,icy,evening,,mountain road,,100.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,25.0,24.0,clear,unknown,1.0,wet,afternoon,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,28.0,21.0,snowy,artificial light,0.0,dry,evening,,rural road,,100.0,car,,,,,dataset3_accident_prediction
high,,,0.0,24.0,19.0,clear,artificial light,0.0,under construction,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,41.0,clear,daylight,0.0,dry,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,52.0,50.0,stormy,artificial light,1.0,under construction,morning,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,63.0,62.0,foggy,artificial light,1.0,under construction,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,24.0,21.0,clear,no light,1.0,under construction,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,40.0,35.0,clear,artificial light,1.0,icy,morning,,unknown,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,40.0,33.0,clear,unknown,2.0,dry,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,56.0,51.0,foggy,no light,0.0,dry,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,49.0,47.0,clear,no light,1.0,unknown,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,40.0,rainy,daylight,2.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,29.0,21.0,stormy,daylight,1.0,icy,night,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,58.0,clear,artificial light,0.0,icy,morning,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,52.0,44.0,rainy,artificial light,1.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,69.0,60.0,clear,daylight,0.0,dry,evening,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,41.0,41.0,rainy,unknown,1.0,dry,afternoon,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,58.0,51.0,stormy,no light,2.0,dry,evening,,mountain road,,50.0,bus,,,,,dataset3_accident_prediction
low,,,0.0,43.0,40.0,clear,daylight,2.0,wet,morning,,highway,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,67.0,64.0,clear,daylight,1.0,unknown,night,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,59.0,55.0,foggy,artificial light,1.0,wet,morning,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,15.0,clear,artificial light,1.0,dry,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,24.0,rainy,artificial light,2.0,unknown,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,45.0,clear,artificial light,0.0,wet,night,,rural road,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,55.0,51.0,clear,artificial light,2.0,dry,night,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,65.0,63.0,foggy,daylight,0.0,dry,night,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,44.0,40.0,clear,daylight,1.0,dry,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,22.0,18.0,rainy,daylight,2.0,dry,morning,,unknown,,50.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,58.0,57.0,clear,daylight,1.0,dry,evening,,city road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,18.0,foggy,artificial light,2.0,dry,evening,,unknown,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,64.0,62.0,foggy,artificial light,0.0,dry,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,57.0,54.0,snowy,unknown,2.0,dry,night,,city road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,68.0,61.0,clear,daylight,0.0,dry,morning,,city road,,50.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,43.0,54.0,clear,artificial light,2.0,under construction,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,29.0,39.0,clear,no light,0.0,dry,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,39.0,34.0,clear,artificial light,2.0,dry,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,47.0,39.0,rainy,unknown,1.0,wet,night,,highway,,100.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,18.0,snowy,unknown,1.0,dry,morning,,city road,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,21.0,19.0,stormy,artificial light,0.0,dry,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,59.0,54.0,clear,artificial light,1.0,under construction,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,31.0,29.0,stormy,artificial light,2.0,wet,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,30.0,25.0,rainy,artificial light,1.0,dry,evening,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,23.0,19.0,rainy,daylight,0.0,dry,unknown,,highway,,80.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,28.0,23.0,foggy,artificial light,2.0,icy,morning,,mountain road,,193.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,36.0,33.0,clear,no light,1.0,dry,evening,,city road,,60.0,bus,,,,,dataset3_accident_prediction
moderate,,,0.0,67.0,64.0,rainy,daylight,0.0,wet,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,55.0,54.0,rainy,no light,2.0,icy,evening,,city road,,80.0,bus,,,,,dataset3_accident_prediction
low,,,1.0,21.0,12.0,clear,unknown,0.0,wet,morning,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,41.0,36.0,rainy,unknown,0.0,dry,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,69.0,64.0,clear,daylight,2.0,dry,evening,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,40.0,36.0,foggy,daylight,0.0,wet,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,43.0,rainy,artificial light,1.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
high,,,0.0,23.0,15.0,rainy,artificial light,2.0,icy,evening,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,62.0,55.0,unknown,daylight,1.0,unknown,evening,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,32.0,23.0,rainy,artificial light,1.0,dry,night,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,44.0,snowy,daylight,2.0,wet,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,67.0,clear,daylight,1.0,wet,night,,highway,,120.0,car,,,,,dataset3_accident_prediction
low,,,1.0,40.0,40.0,stormy,artificial light,2.0,icy,evening,,highway,,120.0,car,,,,,dataset3_accident_prediction
low,,,0.0,41.0,39.0,clear,artificial light,0.0,dry,afternoon,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,19.0,12.0,foggy,daylight,1.0,dry,afternoon,,unknown,,50.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,65.0,57.0,clear,artificial light,0.0,icy,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,68.0,60.0,snowy,daylight,1.0,dry,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,40.0,37.0,stormy,artificial light,2.0,wet,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
high,,,0.0,42.0,40.0,clear,no light,2.0,dry,night,,city road,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,24.0,24.0,foggy,daylight,2.0,unknown,evening,,rural road,,100.0,motorcycle,,,,,dataset3_accident_prediction
high,,,0.0,67.0,64.0,rainy,daylight,1.0,wet,night,,highway,,100.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,30.0,28.0,rainy,artificial light,2.0,icy,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,36.0,34.0,foggy,daylight,1.0,icy,morning,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,60.0,51.0,rainy,daylight,1.0,dry,night,,city road,,80.0,car,,,,,dataset3_accident_prediction
low,,,1.0,40.0,35.0,clear,daylight,1.0,under construction,afternoon,,highway,,80.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,37.0,33.0,snowy,daylight,1.0,dry,morning,,city road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,23.0,39.0,rainy,daylight,2.0,under construction,afternoon,,city road,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,30.0,39.0,clear,daylight,1.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,49.0,45.0,clear,artificial light,2.0,icy,morning,,rural road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,43.0,40.0,snowy,no light,2.0,icy,afternoon,,highway,,80.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,39.0,snowy,artificial light,1.0,wet,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,30.0,25.0,clear,artificial light,0.0,icy,evening,,mountain road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,25.0,22.0,snowy,artificial light,2.0,dry,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
high,,,0.0,67.0,61.0,stormy,daylight,0.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,28.0,25.0,foggy,artificial light,0.0,dry,afternoon,,highway,,100.0,truck,,,,,dataset3_accident_prediction
high,,,0.0,59.0,54.0,clear,daylight,1.0,dry,morning,,city road,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,54.0,49.0,rainy,daylight,0.0,under construction,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,67.0,rainy,artificial light,0.0,icy,unknown,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,60.0,51.0,clear,artificial light,1.0,icy,morning,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,44.0,39.0,rainy,artificial light,1.0,dry,morning,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,61.0,61.0,foggy,daylight,1.0,under construction,afternoon,,highway,,30.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,30.0,27.0,rainy,artificial light,1.0,dry,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,33.0,25.0,clear,daylight,1.0,dry,night,,highway,,80.0,car,,,,,dataset3_accident_prediction
high,,,0.0,18.0,9.0,rainy,artificial light,0.0,icy,evening,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,51.0,44.0,snowy,artificial light,2.0,dry,night,,rural road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,58.0,55.0,clear,daylight,1.0,dry,afternoon,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,1.0,43.0,45.0,clear,daylight,2.0,icy,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,36.0,28.0,clear,daylight,1.0,wet,evening,,rural road,,80.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,52.0,46.0,clear,daylight,0.0,dry,evening,,rural road,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,69.0,61.0,snowy,daylight,0.0,wet,evening,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,35.0,34.0,rainy,no light,0.0,dry,evening,,highway,,30.0,car,,,,,dataset3_accident_prediction
high,,,1.0,20.0,14.0,snowy,daylight,2.0,dry,night,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,61.0,60.0,rainy,daylight,2.0,dry,evening,,rural road,,50.0,bus,,,,,dataset3_accident_prediction
moderate,,,0.0,39.0,39.0,rainy,artificial light,1.0,icy,afternoon,,highway,,50.0,truck,,,,,dataset3_accident_prediction
unknown,,,0.0,43.0,37.0,snowy,daylight,1.0,dry,unknown,,city road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,43.0,40.0,rainy,artificial light,1.0,wet,evening,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,40.0,clear,artificial light,2.0,dry,morning,,city road,,60.0,unknown,,,,,dataset3_accident_prediction
low,,,0.0,68.0,66.0,snowy,daylight,2.0,icy,night,,highway,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,64.0,63.0,rainy,daylight,2.0,dry,evening,,unknown,,30.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,66.0,57.0,clear,artificial light,0.0,dry,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,61.0,55.0,rainy,artificial light,2.0,dry,morning,,mountain road,,100.0,car,,,,,dataset3_accident_prediction
high,,,0.0,58.0,50.0,clear,artificial light,2.0,dry,evening,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,1.0,29.0,39.0,clear,artificial light,2.0,under construction,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
high,,,1.0,42.0,41.0,clear,no light,1.0,under construction,afternoon,,highway,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,43.0,37.0,clear,daylight,2.0,icy,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,33.0,31.0,clear,daylight,1.0,unknown,night,,city road,,189.0,car,,,,,dataset3_accident_prediction
low,,,0.0,63.0,62.0,foggy,daylight,2.0,wet,evening,,city road,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,49.0,47.0,rainy,artificial light,1.0,dry,evening,,unknown,,50.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,26.0,22.0,clear,daylight,1.0,wet,afternoon,,city road,,30.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,57.0,56.0,foggy,daylight,0.0,dry,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,34.0,30.0,clear,artificial light,0.0,dry,evening,,highway,,100.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,23.0,39.0,clear,no light,2.0,icy,evening,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,33.0,31.0,clear,daylight,1.0,dry,night,,city road,,50.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,52.0,52.0,rainy,artificial light,0.0,under construction,morning,,rural road,,80.0,car,,,,,dataset3_accident_prediction
low,,,1.0,67.0,64.0,rainy,artificial light,0.0,icy,evening,,city road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,69.0,39.0,foggy,daylight,0.0,dry,night,,highway,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,23.0,14.0,clear,daylight,1.0,dry,morning,,city road,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,63.0,62.0,clear,daylight,0.0,dry,night,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
low,,,0.0,55.0,50.0,rainy,no light,1.0,icy,morning,,city road,,80.0,car,,,,,dataset3_accident_prediction
low,,,0.0,62.0,55.0,clear,artificial light,1.0,icy,evening,,rural road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,27.0,18.0,snowy,daylight,1.0,wet,evening,,rural road,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,1.0,44.0,41.0,clear,unknown,2.0,dry,afternoon,,highway,,80.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,32.0,27.0,clear,daylight,1.0,dry,morning,,highway,,50.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,48.0,44.0,snowy,no light,1.0,dry,afternoon,,highway,,60.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,21.0,19.0,foggy,no light,0.0,icy,morning,,unknown,,30.0,car,,,,,dataset3_accident_prediction
high,,,0.0,22.0,17.0,snowy,artificial light,0.0,under construction,afternoon,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,20.0,13.0,rainy,daylight,1.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
low,,,1.0,60.0,53.0,clear,daylight,1.0,under construction,morning,,unknown,,120.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,41.0,36.0,clear,no light,1.0,under construction,unknown,,highway,,60.0,truck,,,,,dataset3_accident_prediction
moderate,,,0.0,38.0,38.0,clear,daylight,1.0,under construction,afternoon,,city road,,100.0,car,,,,,dataset3_accident_prediction
low,,,0.0,42.0,34.0,stormy,artificial light,1.0,dry,afternoon,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
moderate,,,1.0,43.0,63.0,rainy,artificial light,0.0,dry,night,,city road,,30.0,motorcycle,,,,,dataset3_accident_prediction
high,,,0.0,53.0,52.0,snowy,daylight,2.0,dry,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,58.0,56.0,foggy,daylight,1.0,under construction,night,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,24.0,20.0,clear,artificial light,0.0,dry,morning,,highway,,100.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,41.0,41.0,stormy,daylight,0.0,dry,afternoon,,rural road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,40.0,40.0,snowy,daylight,0.0,dry,night,,unknown,,100.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,68.0,39.0,foggy,artificial light,1.0,dry,evening,,city road,,185.0,car,,,,,dataset3_accident_prediction
low,,,0.0,34.0,30.0,rainy,daylight,0.0,under construction,afternoon,,highway,,60.0,unknown,,,,,dataset3_accident_prediction
high,,,0.0,35.0,26.0,rainy,artificial light,1.0,icy,unknown,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,1.0,48.0,48.0,rainy,artificial light,0.0,dry,morning,,unknown,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,22.0,22.0,rainy,artificial light,0.0,dry,morning,,highway,,80.0,car,,,,,dataset3_accident_prediction
unknown,,,0.0,29.0,27.0,unknown,daylight,0.0,wet,afternoon,,city road,,50.0,car,,,,,dataset3_accident_prediction
low,,,1.0,43.0,17.0,clear,artificial light,2.0,wet,morning,,highway,,100.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,54.0,53.0,stormy,daylight,0.0,dry,morning,,highway,,60.0,car,,,,,dataset3_accident_prediction
low,,,0.0,46.0,44.0,clear,artificial light,1.0,dry,night,,highway,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,32.0,26.0,clear,no light,2.0,dry,morning,,highway,,30.0,car,,,,,dataset3_accident_prediction
low,,,0.0,40.0,37.0,clear,artificial light,2.0,dry,morning,,highway,,80.0,truck,,,,,dataset3_accident_prediction
low,,,0.0,47.0,47.0,stormy,artificial light,0.0,dry,unknown,,rural road,,199.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,34.0,33.0,clear,artificial light,1.0,wet,evening,,unknown,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,32.0,30.0,rainy,daylight,2.0,dry,afternoon,,city road,,60.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,43.0,39.0,foggy,daylight,0.0,dry,afternoon,,highway,,50.0,bus,,,,,dataset3_accident_prediction
moderate,,,0.0,46.0,39.0,foggy,daylight,1.0,dry,evening,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,42.0,39.0,rainy,daylight,2.0,wet,morning,,highway,,80.0,motorcycle,,,,,dataset3_accident_prediction
moderate,,,0.0,67.0,62.0,snowy,artificial light,1.0,dry,afternoon,,rural road,,50.0,car,,,,,dataset3_accident_prediction
low,,,0.0,53.0,48.0,clear,artificial light,0.0,wet,morning,,city road,,60.0,motorcycle,,,,,dataset3_accident_prediction
low,,,1.0,53.0,50.0,foggy,artificial light,2.0,wet,morning,,highway,,50.0,car,,,,,dataset3_accident_prediction
moderate,,,0.0,61.0,54.0,rainy,artificial light,2.0,dry,morning,,mountain road,,50.0,motorcycle,,,,,dataset3_accident_prediction
